#OTU ID	TestBx10_S39	TestBx11_S40	TestBx12_S41	TestBx13_S42	TestBx15_S43	TestBx16_S44	TestBx17_S45	TestBx18_S46	TestBx19_S47	TestBx20_S49	TestBx21_S50	TestBx22_S51	TestBx24_S52	TestBx25_S53	TestBx26_S54	TestBx27_S55	TestBx29_S56	TestBx2_S48	TestBx32_S58	TestBx33_S59	TestBx3_S57	TestBx4_S60	TestBx9_S61	TestFA10_S62	TestFA11_S63	TestFA12_S64	TestFA13_S65	TestFA15_S66	TestFA16_S67	TestFA17_S68	TestFA18_S69	TestFA19_S70	TestFA20_S72	TestFA21_S73	TestFA22_S74	TestFA24_S75	TestFA25_S76	TestFA26_S77	TestFA27_S78	TestFA29_S79	TestFA2_S71	TestFA32_S81	TestFA33_S82	TestFA3_S80	TestFA4_S83	TestFA9_S84
Metabolism;Metabolism of Terpenoids and Polyketides;Terpenoid backbone biosynthesis	0.005203591	0.005526897	0.005467894	0.005553283	0.004847598	0.005516295	0.005684734	0.00547482	0.005286764	0.005116159	0.00549115	0.005301574	0.005564539	0.006089144	0.004870904	0.005412709	0.005590887	0.005406295	0.005590894	0.005626277	0.005298232	0.005241577	0.005457432	0.005429091	0.005617764	0.005581606	0.005648358	0.005313187	0.005357576	0.005726533	0.005399121	0.005386186	0.005341407	0.005785031	0.005437449	0.005455391	0.005612645	0.004831745	0.005451628	0.005660245	0.006079278	0.005705766	0.005646885	0.005189587	0.005471097	0.005561384
Metabolism;Metabolism of Terpenoids and Polyketides;Tetracycline biosynthesis	0.0013466	0.001443222	0.001495857	0.001391092	0.001150875	0.001360147	0.00128722	0.001416022	0.001424732	0.001249446	0.001581927	0.001414219	0.001307353	0.000300597	0.001317372	0.001279189	0.001163134	0.001252981	0.001124953	0.001162292	0.001333009	0.001391396	0.001400782	0.001446875	0.001339903	0.001825064	0.001313274	0.001293677	0.001115294	0.001222641	0.001367652	0.001310724	0.001404239	0.001604497	0.001389552	0.00160619	0.001316849	0.001444509	0.001314159	0.001280839	0.001808821	0.001316557	0.001412637	0.001246665	0.001386628	0.001623606
Metabolism;Metabolism of Terpenoids and Polyketides;Zeatin biosynthesis	0.000483771	0.000521425	0.000499071	0.000537756	0.000449381	0.000507264	0.000576255	0.000516653	0.000485631	0.000495521	0.000464016	0.000532951	0.000629201	0.000517157	0.000506986	0.000543411	0.000590018	0.000508555	0.000702441	0.000620324	0.000526783	0.000494991	0.000506615	0.000508319	0.00054924	0.00047759	0.000551123	0.0005242	0.000558493	0.000609208	0.000527518	0.000550951	0.000532634	0.000518278	0.000595972	0.000486098	0.00060049	0.000505224	0.00052185	0.000553316	0.000487	0.000598025	0.000558614	0.00051775	0.000542907	0.000491718
Metabolism;Nucleotide Metabolism;Purine metabolism	0.02048761	0.021268637	0.021027173	0.021024101	0.019371341	0.021383909	0.021913507	0.021547892	0.021073216	0.020275387	0.020365501	0.020629526	0.022058705	0.020375713	0.020778199	0.021560254	0.021594389	0.02091048	0.022414935	0.021967008	0.021138893	0.02062197	0.020763856	0.020581601	0.021484077	0.020617499	0.021237556	0.020673122	0.021438462	0.022005846	0.021439593	0.021484755	0.020960076	0.020784571	0.021202984	0.020955099	0.021424407	0.020851258	0.021501288	0.021429229	0.021504873	0.021848729	0.021406933	0.021060427	0.021100283	0.020835823
Metabolism;Nucleotide Metabolism;Pyrimidine metabolism	0.016802679	0.017836808	0.01743146	0.017611153	0.016329992	0.017994661	0.018529695	0.017261817	0.017803941	0.016739719	0.017276767	0.017310164	0.018297631	0.017909828	0.016700746	0.017936282	0.017948322	0.016037966	0.01843283	0.018151642	0.017112142	0.016898624	0.016246185	0.017466661	0.018005016	0.017552169	0.017755892	0.017034683	0.01781269	0.018460584	0.016825747	0.017926191	0.017225705	0.018000164	0.017795818	0.017684723	0.017455973	0.016700885	0.017908676	0.017768509	0.017979591	0.01821399	0.017751296	0.016570686	0.017416565	0.016269709
"Metabolism;Xenobiotics Biodegradation and Metabolism;1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation"	1.7056E-06	6.47572E-06	3.80175E-06	3.23494E-06	5.9654E-07	3.05298E-06	1.33055E-05	6.59336E-06	1.87415E-06	3.28132E-07	9.453E-07	2.62663E-06	1.27943E-05	7.43553E-06	2.3988E-08	9.26491E-06	6.69208E-06	6.96841E-06	7.94005E-06	1.15129E-05	1.2776E-05	2.49429E-07	4.35218E-06	3.21554E-06	7.50935E-06	2.29372E-08	5.96267E-06	2.21356E-07	1.02336E-05	1.18189E-05	1.11831E-05	1.64985E-07	7.21505E-07	2.42994E-06	1.69636E-06	3.40954E-08	1.87976E-05	0	6.65751E-06	5.99144E-06	1.69018E-08	1.25225E-05	4.14221E-06	1.5126E-05	0	8.33716E-07
Metabolism;Xenobiotics Biodegradation and Metabolism;Aminobenzoate degradation	0.001275998	0.001128804	0.001297571	0.001059009	0.000821473	0.000918492	0.001014744	0.001153753	0.001072241	0.000844408	0.001043012	0.001189225	0.00111046	0.000706659	0.001112946	0.00120496	0.001208006	0.001597778	0.001183321	0.001282891	0.00134716	0.001146125	0.002250494	0.001122607	0.001137307	0.000809284	0.001094544	0.001205946	0.001174467	0.001175824	0.001403515	0.001050114	0.001074919	0.000960648	0.001272786	0.000696853	0.001382093	0.000956568	0.001136486	0.001166109	0.000607543	0.001118856	0.001188905	0.001428221	0.00118017	0.001509151
Metabolism;Xenobiotics Biodegradation and Metabolism;Atrazine degradation	0.000177279	0.00010577	0.000170616	0.000117969	0.000148874	9.02831E-05	9.6573E-05	0.000332297	0.000164851	9.07286E-05	0.000252773	9.51995E-05	8.56939E-05	0.000360856	0.000110729	0.000139757	0.000170905	0.000685553	0.000112935	0.000228798	0.000238256	0.00014496	0.000442679	0.000180035	0.000112314	4.40317E-05	0.000177943	0.000377707	0.000154961	0.000113642	0.000432553	0.000164391	0.00013759	0.00018719	9.54382E-05	3.96871E-05	0.000271524	5.19747E-05	0.000144778	0.000244555	5.61139E-05	0.000120747	0.000211967	0.00035872	0.000124022	0.000555827
Metabolism;Xenobiotics Biodegradation and Metabolism;Benzoate degradation	0.002101873	0.00230868	0.002487866	0.002009541	0.001564874	0.001940462	0.001853137	0.001960987	0.002235566	0.001644477	0.002438148	0.002101116	0.001923787	0.002070859	0.002111015	0.002138955	0.001859539	0.001695674	0.001682531	0.001873287	0.002175029	0.002320934	0.003316572	0.002169607	0.002331359	0.002246833	0.002000632	0.001831542	0.00199086	0.001926215	0.002084062	0.001973816	0.002157544	0.002382815	0.002040903	0.00198	0.001855533	0.001940747	0.002241764	0.002016288	0.002237831	0.001937585	0.00206943	0.002044268	0.002292333	0.001941725
Metabolism;Xenobiotics Biodegradation and Metabolism;Bisphenol degradation	0.000851355	0.001119566	0.000862419	0.000817915	0.000748583	0.001077438	0.000857595	0.001160174	0.000972461	0.001058842	0.001046321	0.000960067	0.000991473	0.000568728	0.000992671	0.000985887	0.000867997	0.001001839	0.000954496	0.000811748	0.00099421	0.001283934	0.000911057	0.000954729	0.001099578	0.000984264	0.000923099	0.000822189	0.001080741	0.000825499	0.001162422	0.000865132	0.001302547	0.000980112	0.000966115	0.001157812	0.000878274	0.000980113	0.001049101	0.000955534	0.001654516	0.001075714	0.000891627	0.001036783	0.001231429	0.000986796
Metabolism;Xenobiotics Biodegradation and Metabolism;Caprolactam degradation	0.000325615	0.000235803	0.000307545	0.000234936	9.47753E-05	0.000318449	0.00018198	0.000404436	0.000236518	0.000144378	0.000194858	0.000251965	0.000198033	3.26466E-05	0.000391532	0.000227251	0.000142679	0.000575372	0.00012721	0.000275366	0.000410062	0.000244482	0.00098463	0.000115867	0.000197176	0.000235955	0.000206835	0.000266247	0.000229393	0.000168603	0.000444555	0.000213243	0.000171881	0.000107534	0.000196955	0.000206607	0.0002613	0.000396863	0.00021015	0.000186088	4.31334E-05	0.00014279	0.000319885	0.000460767	0.000246096	0.000612756
Metabolism;Xenobiotics Biodegradation and Metabolism;Chloroalkane and chloroalkene degradation	0.001775534	0.002112423	0.00213313	0.001985156	0.001550222	0.002161862	0.001717133	0.002089321	0.001970111	0.001669825	0.002484751	0.001955498	0.001896697	0.001725508	0.001804304	0.00198591	0.001732562	0.001799663	0.001612844	0.001650962	0.002001884	0.002214594	0.001961073	0.002115409	0.002036405	0.002470814	0.001913868	0.001857057	0.001925975	0.001617761	0.002120344	0.00177585	0.002055281	0.002469156	0.001880173	0.002180629	0.001797475	0.0017644	0.002162581	0.001901424	0.002643702	0.00185377	0.002017568	0.001923303	0.00222675	0.00218461
Metabolism;Xenobiotics Biodegradation and Metabolism;Chlorocyclohexane and chlorobenzene degradation	0.000145286	0.000102575	0.000104151	7.86075E-05	0.000105215	7.70877E-05	9.96476E-05	0.00017466	9.25083E-05	9.38459E-05	0.000137005	0.000114803	8.9254E-05	3.9398E-05	0.00017991	0.000121988	0.000110333	0.000320109	0.000128054	0.000145258	0.000176403	0.000140387	0.000478637	0.000106507	7.9142E-05	2.85185E-05	0.000106912	0.000195147	0.000135398	0.000105467	0.000229344	8.92074E-05	0.000127951	7.43368E-05	0.000114752	3.13451E-05	0.000162224	0.000186949	0.000109542	0.000127621	3.46994E-05	0.000115138	0.000116735	0.000230939	9.23365E-05	0.000245872
Metabolism;Xenobiotics Biodegradation and Metabolism;Dioxin degradation	0.00051194	0.000541327	0.000763623	0.000572963	0.000459672	0.000652765	0.000489122	0.000486832	0.000692687	0.000363899	0.000753404	0.000601692	0.000448829	0.000403197	0.000667634	0.000576991	0.000408903	0.00029341	0.000335425	0.000342696	0.000556208	0.000582873	0.000519568	0.000654883	0.000493723	0.000919199	0.000462367	0.000451433	0.000495651	0.000441769	0.000457869	0.000616302	0.00044864	0.000758407	0.000543702	0.000661315	0.00042064	0.000745274	0.000603715	0.000471489	0.000520812	0.000396859	0.000501987	0.000474781	0.000557618	0.000473476
Metabolism;Xenobiotics Biodegradation and Metabolism;Drug metabolism - cytochrome P450	0.00029786	0.000131241	0.0002147	0.00011613	0.000164011	8.7597E-05	0.000112558	0.000245549	0.000197086	8.78985E-05	0.000198986	0.00012563	6.97845E-05	0.000367555	0.000223184	0.00026281	0.000165758	0.0004941	9.63787E-05	0.000219519	0.000229751	0.000106132	0.000736141	0.00016991	0.000100194	0.000146744	0.000139952	0.000283749	0.000123657	0.000118587	0.000302344	0.000172492	7.66292E-05	0.000178885	0.000112366	3.63116E-05	0.00025541	0.000214144	0.00024213	0.000199518	6.13957E-05	0.000115069	0.000199034	0.000318673	7.15871E-05	0.000412652
Metabolism;Xenobiotics Biodegradation and Metabolism;Drug metabolism - other enzymes	0.002945526	0.003450393	0.003315739	0.00347121	0.002819995	0.003492536	0.003539918	0.003160376	0.003399041	0.003049335	0.003195112	0.003564536	0.003570356	0.003880288	0.003363619	0.003340457	0.003367573	0.002812552	0.003790952	0.003536993	0.003416218	0.003568742	0.002877519	0.003388955	0.003462319	0.00332527	0.003471047	0.003155338	0.003479872	0.003580673	0.003136311	0.003405721	0.00346653	0.003379815	0.003718042	0.00321547	0.003351337	0.003272394	0.003322754	0.003366197	0.003239583	0.00364769	0.003550628	0.00320655	0.003625367	0.002970294
Metabolism;Xenobiotics Biodegradation and Metabolism;Ethylbenzene degradation	0.000368927	0.00040443	0.000439284	0.000248877	0.000228214	0.000187156	0.000305865	0.000303036	0.000447698	0.000236009	0.000315951	0.000363437	0.000411781	0.000142075	0.000442458	0.000423293	0.000423488	0.000370879	0.000467618	0.000444222	0.000382483	0.000343588	0.000615938	0.000381956	0.000415078	0.000181387	0.000279086	0.000401362	0.000339517	0.000372019	0.000385689	0.000428615	0.000392812	0.000342742	0.00047295	0.000153907	0.000427996	0.000417523	0.000387313	0.000377814	7.00579E-05	0.00035382	0.000340337	0.000405238	0.000347579	0.000301046
Metabolism;Xenobiotics Biodegradation and Metabolism;Fluorobenzoate degradation	5.03412E-05	7.77086E-06	3.65464E-05	1.06737E-05	1.51372E-05	3.90429E-06	5.14241E-06	9.89436E-05	1.72422E-05	1.09924E-05	1.76771E-05	5.82985E-06	6.119E-07	5.0732E-06	5.83628E-05	1.08743E-05	2.62535E-05	0.000243218	7.17983E-06	6.90204E-05	6.34094E-05	5.15486E-06	0.000271079	2.89279E-06	2.08956E-07	1.52914E-08	3.56571E-05	0.000104111	4.28772E-06	8.95601E-06	0.000121429	3.2997E-05	1.25242E-06	7.77339E-06	1.59034E-07	2.27303E-08	7.27539E-05	6.9457E-05	5.62423E-07	5.12134E-05	1.09693E-05	1.23166E-05	5.84065E-05	0.000113509	4.3184E-06	0.000201797
Metabolism;Xenobiotics Biodegradation and Metabolism;Metabolism of xenobiotics by cytochrome P450	0.000294398	0.000119499	0.000201212	9.48643E-05	0.000155473	6.26595E-05	0.000101536	0.000195474	0.000173847	8.55605E-05	0.000192841	0.000113778	6.78375E-05	0.000365541	0.000219466	0.000256481	0.000146968	0.000357938	8.63269E-05	0.000184637	0.000199204	0.000104303	0.000666506	0.000152732	9.52969E-05	0.000145636	0.000103982	0.000230417	9.17003E-05	0.000103308	0.000238561	0.00014918	7.55402E-05	0.000176152	0.000104821	3.56524E-05	0.000213127	0.000210513	0.000236937	0.000165943	5.56407E-05	9.53937E-05	0.000168506	0.000265027	7.04637E-05	0.000306061
Metabolism;Xenobiotics Biodegradation and Metabolism;Naphthalene degradation	0.0012285	0.001507332	0.00177079	0.001258902	0.000863492	0.00134381	0.001232038	0.001540391	0.001612297	0.001027137	0.001413601	0.00139359	0.001454126	0.001036185	0.001415003	0.001554222	0.001370246	0.001616294	0.001497122	0.00146727	0.001486574	0.001453379	0.002108219	0.001467507	0.001498892	0.001515405	0.001320858	0.001362607	0.001418868	0.001265844	0.001653495	0.001623684	0.00144177	0.001502029	0.001508828	0.001301286	0.001484593	0.001406604	0.001549972	0.001437878	0.001385888	0.001433016	0.001503376	0.001536412	0.001477718	0.001683858
Metabolism;Xenobiotics Biodegradation and Metabolism;Nitrotoluene degradation	0.001094016	0.001034431	0.00127476	0.001170623	0.001166124	0.001218873	0.000971573	0.001064333	0.001281922	0.000953594	0.001072316	0.001075639	0.001065541	0.001204117	0.001118872	0.000929036	0.000926938	0.000952483	0.000762414	0.000921494	0.00114155	0.001220288	0.000843184	0.001040162	0.001000232	0.001014259	0.000993654	0.0008829	0.00110908	0.000918657	0.00107895	0.001096441	0.000791858	0.000865771	0.000871772	0.00107762	0.000873047	0.000884678	0.000951959	0.000901476	0.000672767	0.0008271	0.000941697	0.001132828	0.001080618	0.000944999
Metabolism;Xenobiotics Biodegradation and Metabolism;Polycyclic aromatic hydrocarbon degradation	0.001189426	0.000995145	0.000932123	0.001048795	0.001190844	0.000889841	0.001033318	0.00094479	0.000792692	0.001098218	0.001140756	0.001025861	0.001009803	0.000274004	0.000814248	0.001107244	0.001089007	0.001017309	0.001073005	0.001046045	0.00095657	0.000920309	0.001347105	0.001101282	0.001078107	0.001073322	0.001107733	0.001167312	0.000990313	0.00109225	0.00097639	0.00088432	0.001007275	0.001204428	0.001031284	0.001045309	0.001055502	0.000912454	0.001079485	0.001093909	0.001078309	0.001036688	0.00106947	0.000920479	0.000973852	0.001091646
Metabolism;Xenobiotics Biodegradation and Metabolism;Styrene degradation	0.000293571	0.000396918	0.000411482	0.000468262	0.000148128	0.000450682	0.000279506	0.000383363	0.000238168	0.000225304	0.000354645	0.000405719	0.000284812	0.000374229	0.000245685	0.00033917	0.000219552	0.000449841	0.000208131	0.000295356	0.000449838	0.000436999	0.000526096	0.000324471	0.000367997	0.000466076	0.000385878	0.000209122	0.000397937	0.000304826	0.000451986	0.000173911	0.000333376	0.000260572	0.000323405	0.000330578	0.000329474	0.000149825	0.000406972	0.000273637	0.000399888	0.000355501	0.000460409	0.000459598	0.000419745	0.000564252
Metabolism;Xenobiotics Biodegradation and Metabolism;Toluene degradation	0.000676039	0.000968595	0.000939743	0.000984573	0.00026546	0.00097553	0.001365273	0.001073813	0.000748987	0.000469763	0.000647499	0.000911634	0.001391934	0.000539528	0.000940521	0.001122163	0.001146318	0.001457295	0.001359607	0.001581827	0.001386936	0.000665683	0.001539119	0.000864359	0.001033012	0.000512378	0.001109473	0.000738708	0.001268127	0.001333542	0.001349767	0.000891068	0.000717829	0.000724255	0.001008489	0.000508215	0.001626092	0.000920369	0.000952836	0.001050623	0.000116563	0.001316591	0.001212668	0.001561432	0.000769061	0.001194927
Metabolism;Xenobiotics Biodegradation and Metabolism;Xylene degradation	0.000461237	0.000523281	0.000756813	0.000557034	0.00045516	0.000637691	0.000458789	0.000455545	0.000681667	0.00032723	0.000727376	0.000565239	0.000428386	0.000380606	0.000616467	0.000521967	0.000370381	0.000277144	0.000266752	0.000324596	0.000519689	0.000552734	0.000505475	0.000608837	0.000473037	0.000915139	0.000445133	0.000447552	0.000457145	0.000406756	0.000411898	0.000598467	0.000391355	0.000744287	0.000497901	0.000658632	0.000375952	0.000663018	0.000552691	0.000437325	0.000517229	0.000356032	0.000490612	0.000431556	0.000545786	0.000458444
Organismal Systems;Circulatory System;Cardiac muscle contraction	4.82221E-05	8.72064E-06	4.03482E-05	1.74063E-06	3.57924E-06	1.04212E-06	3.3084E-05	6.3348E-06	2.54885E-06	7.71111E-06	3.17306E-05	5.3814E-06	5.00646E-07	1.20053E-06	1.29535E-06	5.35016E-06	3.96377E-05	6.3532E-05	5.49046E-06	1.63243E-06	1.45856E-05	4.53129E-06	0.000161963	5.73777E-07	2.22016E-07	0	3.12259E-07	6.64067E-07	2.51234E-07	2.73732E-05	3.27843E-07	4.94955E-08	4.08399E-08	2.10836E-05	1.06023E-07	0	1.1257E-06	5.44618E-08	2.22353E-07	3.26668E-05	1.21693E-06	4.6316E-07	2.3373E-07	6.52943E-06	7.02179E-08	2.42649E-06
Organismal Systems;Circulatory System;Vascular smooth muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Digestive System;Bile secretion	2.0674E-07	0	4.29763E-07	4.92631E-08	3.72838E-08	4.40334E-08	0	8.61878E-08	1.49932E-07	0	1.76456E-06	6.40643E-08	0	1.29089E-08	0	0	1.02955E-06	1.59278E-07	0	2.29113E-07	7.23852E-08	0	2.07247E-06	1.43444E-07	2.61195E-08	0	0	0	0	0	0	1.64985E-08	0	4.47302E-07	0	0	1.23364E-07	0	0	5.72216E-07	0	0	2.597E-08	0	0	2.73758E-07
Organismal Systems;Digestive System;Carbohydrate digestion and absorption	0.000183998	7.41254E-05	4.9274E-05	7.24004E-05	0.0002715	8.46908E-06	0.000111982	5.6453E-05	6.03478E-05	0.000212179	0.000105748	0.000112881	5.25678E-05	2.70183E-05	0.000138651	0.000190692	0.000103899	5.01129E-05	0.000121044	7.93877E-05	7.27109E-05	6.06527E-05	0.000107561	5.72701E-05	7.60207E-05	0.000138984	5.38871E-05	0.000169854	2.12376E-05	0.000136009	5.9121E-05	6.606E-05	0.000137875	0.000130298	0.000111183	6.55314E-05	0.000101775	0.00017199	0.000190282	9.24298E-05	5.23955E-05	8.65594E-05	7.98577E-05	8.14611E-05	4.76779E-05	4.87164E-05
Organismal Systems;Digestive System;Fat digestion and absorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Digestive System;Gastric acid secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Digestive System;Mineral absorption	5.10647E-05	5.49573E-05	3.65464E-05	6.08892E-05	3.21386E-05	4.01584E-05	5.72497E-05	3.13293E-05	6.15472E-05	2.69479E-05	3.03756E-05	4.51012E-05	2.94547E-05	0.000344009	5.72833E-05	4.67378E-05	5.82554E-05	6.18795E-05	3.37875E-05	4.18991E-05	5.41803E-05	7.98587E-05	0.000112017	3.62316E-05	4.16344E-05	2.83886E-05	5.4125E-05	1.8284E-05	5.22064E-05	6.80504E-05	3.55528E-05	4.74167E-05	3.80492E-05	2.64029E-05	4.49183E-05	2.34122E-05	5.81044E-05	2.69586E-05	4.16324E-05	5.62118E-05	1.36651E-05	5.07932E-05	3.6332E-05	4.41663E-05	5.02233E-05	3.86371E-05
Organismal Systems;Digestive System;Pancreatic secretion	0	0	1.32235E-07	0	0	0	0	0	0	0	5.0416E-07	0	0	0	0	0	3.43183E-07	3.98195E-08	0	5.72783E-08	0	0	0	4.78148E-08	0	0	0	0	0	0	0	0	0	1.45071E-07	0	0	4.62615E-08	0	0	2.01959E-07	0	0	0	0	0	8.71047E-08
Organismal Systems;Digestive System;Protein digestion and absorption	0.000113604	0.000173722	0.000161607	0.000190369	3.97445E-05	0.000170879	0.000270066	0.000186898	0.000173996	0.000147578	4.66978E-05	0.000233386	0.000352872	0.000154261	0.000268042	0.000225424	0.000327998	0.000188525	0.000539163	0.00036535	0.000240681	0.000217003	0.000217298	0.000168248	0.000214062	1.48021E-05	0.000212812	0.000181526	0.000313071	0.00034509	0.000233169	0.000279237	0.000259728	9.30147E-05	0.000358127	6.96569E-05	0.000327578	0.000245278	0.000174691	0.000245649	1.66821E-05	0.000324074	0.000223796	0.000251326	0.000264441	0.000111805
Organismal Systems;Digestive System;Salivary secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Endocrine System;Adipocytokine signaling pathway	0.000443664	0.000506747	0.000536179	0.000591305	0.000264491	0.000468735	0.000748454	0.00047162	0.000459018	0.000372225	0.00044051	0.000658581	0.000760926	0.001315637	0.000611861	0.000715638	0.000873917	0.000632513	0.001079087	0.000971784	0.000697286	0.000600167	0.000853443	0.000667506	0.000639117	0.000364242	0.00069503	0.000540019	0.000704811	0.000833919	0.000586202	0.000648853	0.000623285	0.000572704	0.000824628	0.000250363	0.000931784	0.000556037	0.000651469	0.000781715	0.00010387	0.00080058	0.000791799	0.000692091	0.000661611	0.000554247
Organismal Systems;Endocrine System;GnRH signaling pathway	2.58425E-07	0	2.31411E-07	0	3.72838E-08	2.93556E-08	0	0	0	8.20331E-08	0	6.40643E-08	0	1.29089E-08	0	2.17486E-08	8.57959E-08	0	8.44686E-08	2.86392E-08	0	0	1.03623E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Endocrine System;Insulin signaling pathway	0.000829285	0.000868437	0.000774251	0.000829082	0.00099611	0.000855011	0.000867449	0.000905877	0.000837447	0.000921068	0.000992754	0.000930085	0.000826928	0.000894406	0.000810506	0.000920837	0.000853411	0.000865397	0.000826863	0.000823319	0.000806733	0.000808939	0.000815309	0.000856685	0.000851599	0.00111558	0.000840231	0.001035709	0.000726987	0.000823555	0.000867855	0.000882885	0.000923104	0.001084623	0.000958605	0.000905415	0.000936502	0.000845447	0.000953764	0.000886077	0.000956743	0.000847085	0.000925063	0.00080543	0.00080956	0.000969413
Organismal Systems;Endocrine System;Melanogenesis	0	0	1.32235E-07	3.28421E-08	0	0	0	8.61878E-08	0	0	5.0416E-07	0	0	0	0	0	3.43183E-07	3.98195E-08	0	5.72783E-08	0	0	0	4.78148E-08	0	0	0	0	0	0	0	0	0	1.5716E-07	0	0	4.62615E-08	0	0	1.85129E-07	0	0	0	0	0	8.71047E-08
Organismal Systems;Endocrine System;PPAR signaling pathway	0.000937514	0.000993246	0.001055416	0.001005592	0.000661153	0.001015879	0.00119027	0.001023695	0.00097471	0.000823448	0.000905187	0.001072628	0.001218127	0.001732737	0.000985162	0.001117923	0.001258883	0.001136668	0.00144982	0.001380579	0.001153747	0.000982915	0.001502954	0.001044729	0.001113917	0.00081206	0.001112209	0.000980783	0.0011878	0.001234291	0.001109512	0.001148841	0.001056936	0.000982118	0.00120069	0.000712969	0.001310403	0.000867486	0.001093101	0.001183108	0.000552891	0.001177506	0.001193139	0.001159744	0.001090712	0.001067717
Organismal Systems;Endocrine System;Progesterone-mediated oocyte maturation	0.000436945	0.000485938	0.000481103	0.000498313	0.000436891	0.000468398	0.000517819	0.00048235	0.000463891	0.000466645	0.000451633	0.000483237	0.000597855	0.000493107	0.000479592	0.000466095	0.00054489	0.000477456	0.000672877	0.000572898	0.000496019	0.000450593	0.000459466	0.000448144	0.000513039	0.000460639	0.000513057	0.000484961	0.000503255	0.000528757	0.000483696	0.00052754	0.000476384	0.000492226	0.000520271	0.000480689	0.000536094	0.000491137	0.00045742	0.00051868	0.000472346	0.000563271	0.000523723	0.000483121	0.000476306	0.000465898
Organismal Systems;Endocrine System;Renin-angiotensin system	5.32355E-06	3.88543E-07	1.20664E-06	1.14947E-07	2.60986E-07	2.93556E-08	7.19218E-08	3.44751E-07	2.99865E-07	3.28132E-07	2.8359E-07	1.28129E-07	8.3441E-08	9.03623E-08	7.1964E-08	3.69727E-07	1.71592E-07	1.99098E-07	3.37875E-07	1.71835E-07	6.15274E-07	2.49429E-07	9.84423E-06	0	3.91792E-08	0	2.9739E-08	1.47571E-08	0	1.37785E-07	5.46405E-08	0	0	4.8357E-08	3.53409E-08	0	1.85046E-07	0	6.5398E-08	5.04897E-08	8.45089E-09	0	3.8955E-08	4.27692E-08	0	3.73306E-08
Organismal Systems;Environmental Adaptation;Circadian rhythm - plant	7.75274E-07	8.63429E-08	8.29774E-06	3.21852E-06	5.518E-06	2.34845E-07	1.52834E-06	4.64983E-05	5.24763E-06	1.64066E-07	1.95362E-06	1.28129E-07	5.56273E-08	1.79434E-06	2.3988E-08	4.34972E-08	1.07245E-05	0.000119717	8.44686E-07	2.94124E-05	1.82411E-05	2.91E-07	5.6682E-05	1.4703E-06	0	0	1.75014E-05	5.15759E-05	4.85719E-07	3.68957E-06	5.95764E-05	1.44527E-05	1.36133E-08	5.80284E-07	3.53409E-08	1.13651E-08	3.57756E-05	3.63079E-08	1.30796E-08	2.49419E-05	5.47618E-06	5.95246E-06	2.79826E-05	4.27692E-05	1.75545E-08	0.000111755
Organismal Systems;Environmental Adaptation;Plant-pathogen interaction	0.001806441	0.001669915	0.001571231	0.001593268	0.001989984	0.001518212	0.00163338	0.001619167	0.001565668	0.001888484	0.001687643	0.001517554	0.001672379	0.002745466	0.001419537	0.001577928	0.001699359	0.001457593	0.001604313	0.001515155	0.001514479	0.001417461	0.001412491	0.0014373	0.001676923	0.001648647	0.001550443	0.001709663	0.001518122	0.001631203	0.001540681	0.001592007	0.001581089	0.001682037	0.001459245	0.001673346	0.001579121	0.001356517	0.001604069	0.001643237	0.001889071	0.001556027	0.001455799	0.001492503	0.001520498	0.001387341
Organismal Systems;Excretory System;Aldosterone-regulated sodium reabsorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Organismal Systems;Excretory System;Endocrine and other factor-regulated calcium reabsorption	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
